1 6 11
3 396 3.1
5 699 5.123
7 794 7.12
8 824 8.12
11 913 11.11
4 591 4.4
4 592 4.4
4 593 4.4
4 594 4.4
4 595 4.4
4 596 4.4
4 597 4.4
4 598 4.4
4 599 4.4
1 145 1.01
2 276 2.2
3 399 3.1
5 712 5.123
7.61 810 7.7
8.71 841 8.8
1.01 147 1.1
23.55 1325 24
1.023 148 1.1
1.023 149 1.1
-1.023 18 -1
-761 1 -45
-17.61 4 -13
21 1289 21.55
1 149 1.01
10 878 10.4
7 815 7.12
8 847 8.12
9 865 9.12
1 150 1.01
5 721 5.123
11 942 11.11
1 151 1.01
1 152 1.01
2 287 2.2
21 1301 21.55
1 153 1.01
1.234 219 1.345
5.67 752 5.9
9 874 9.12
9 875 9.12
9 876 9.12
9 877 9.12
9 878 9.12
9 879 9.12
9 880 9.12
9.12 883 9.17
9.12 884 9.17
9.17 889 9.9
9.17 890 9.9
9.17 891 9.9
9.17 892 9.9
9.9 895 10
9.9 896 10
9.9 897 10
10 906 10.4
10 907 10.4
10 908 10.4
10 909 10.4
10 910 10.4
10 911 10.4
10 912 10.4
10 913 10.4
10 914 10.4
10 915 10.4
10 916 10.4
10 917 10.4
10 918 10.4
10 919 10.4
10 920 10.4
3e-05 25 0.002
4e-05 26 0.002
11 982 11.11
22 1348 22.12
4000 18 8888.1
5000 19 8888.1
6000 20 8888.1
7000 21 8888.1
8000 22 8888.1
9000 25 223456.99
6666 21 7000
5555 20 6000
6666 23 7000
5555 21 6000
9990.9 30 223456.99
9990.9 31 223456.99
9990.9 32 223456.99
9990.9 33 223456.99
9990.9 34 223456.99
1964 0 2355
1965 1 2355
1966 2 2355
1967 3 2355
1968 4 2355
1969 5 2355
1970 6 2355
1971 7 2355
1972 8 2355
1973 9 2355
1974 10 2355
1975 11 2355
1976 12 2355
1977 13 2355
1978 14 2355
1979 15 2355
1980 16 2355
1234 0 1964
8757 45 8888.1
8801 46 8888.1
8801 47 8888.1
8801 48 8888.1
8802 49 8888.1
8802 50 8888.1
8802 51 8888.1
8802 52 8888.1
8803 53 8888.1
2355 23 3004
6333 42 6666
2355 24 3004
6333 44 6666
1614 1 1964
6333 46 6666
3004 39 4000
871 0 1234
901 1 1234
8751 54 8757
8751 55 8757
2355 28 3004
6333 51 6666
3004 43 4000
871 1 901
8751 60 8757
901 3 1234
901 4 1234
3004 47 4000
8751 64 8757
2001 24 2355
3004 49 4000
871 2 901
8751 68 8757
2355 34 3004
6333 61 6666
3004 52 4000
8751 72 8757
901 6 1234
901 7 1234
3004 55 4000
871 3 901
8751 77 8757
6333 67 6666
3004 57 4000
871 4 901
8751 81 8757
901 10 1234
901 11 1234
3004 61 4000
871 5 901
8751 86 8757
8751 87 8757
2355 42 3004
6333 75 6666
3004 64 4000
871 6 901
8751 92 8757
901 14 1234
901 15 1234
3004 68 4000
871 7 901
8751 97 8757
2001 37 2355
3004 71 4000
871 8 901
8751 101 8757
2355 49 3004
6333 86 6666
3004 74 4000
871 9 901
8751 106 8757
901 19 1234
901 20 1234
3004 78 4000
871 10 901
8751 111 8757
8751 112 8757
876 11 901
1133 23 1234
944 23 1133
1999 44 2001
2001 47 2355
3004 85 4000
871 11 876
8751 120 8757
3004 87 4000
8751 122 8757
901 24 944
901 25 944
3004 90 4000
871 12 876
8751 127 8757
2001 52 2355
3004 93 4000
8751 130 8757
1101 28 1133
1999 50 2001
2001 55 2355
3004 97 4000
8751 135 8757
3004 98 4000
871 13 876
8751 138 8757
901 28 944
901 29 944
3004 102 4000
871 14 876
8751 143 8757
2001 60 2355
3004 105 4000
8751 146 8757
1999 55 2001
2001 62 2355
3004 108 4000
871 15 876
8751 151 8757
1980 54 1999
1981 55 1999
1982 56 1999
1983 57 1999
1984 58 1999
1985 59 1999
1986 60 1999
1987 61 1999
1988 62 1999
1989 63 1999
1999 67 2001
2000 68 2001
1424 36 1614
871 16 876
871 17 876
871 18 876
871 19 876
871 20 876
871 21 876
871 22 876
871 23 876
871 24 876
871 25 876
871 26 876
871 27 876
871 28 876
871 29 876
871 30 876
871 31 876
871 32 876
871 33 876
871 34 876
871 35 876
871 36 876
871 37 876
876 39 901
901 55 944
901 56 944
901 57 944
901 58 944
901 59 944
901 60 944
901 61 944
901 62 944
901 63 944
901 64 944
901 65 944
901 66 944
901 67 944
901 68 944
901 69 944
944 71 1101
1101 73 1133
1133 75 1234
1999 110 2000
1999 111 2000
1999 112 2000
1999 113 2000
2001 122 2355
2001 123 2355
2001 124 2355
2001 125 2355
2001 126 2355
2001 127 2355
2001 128 2355
2001 129 2355
2002 130 2355
2003 131 2355
2004 132 2355
2005 133 2355
2006 134 2355
2007 135 2355
2008 136 2355
2009 137 2355
2010 138 2355
2011 139 2355
2012 140 2355
2013 141 2355
2014 142 2355
2015 143 2355
2016 144 2355
2017 145 2355
2018 146 2355
2019 147 2355
2020 148 2355
2021 149 2355
888 40 901
999 73 1101
871 38 876
1111 77 1133
2222 154 2355
888 42 901
999 76 1101

[-1614, -761, -45, -23, -17.61, -13, -13, -12, -11, -9, -8, -7, -3, -1.1, -1.1, -1.1, -1.1, -1.1, -1.1, 
-1.1, -1.023, -1, -1, 

1e-05, 2e-05, 3e-05, 4e-05, 0.002, 0.003, 0.004, 0.0041, 0.1, 0.2, 0.2, 0.2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1.01, 1.01, 1.023, 1.023, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.141, 1.141, 1.141, 1.141, 1.141, 1.141, 1.141, 1.141, 1.141, 1.141, 

1.141, 1.224, 1.224, 1.234, 1.345, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2.2, 2.2, 2.2, 2.2, 2.2, 2.2, 2.2, 2.2, 2.2, 2.2, 2.3, 2.3, 2.3, 2.3, 2.3, 2.3, 2.3, 2.3, 2.3, 2.3, 2.3, 2.3, 2.3, 2.3, 2.3, 2.34, 2.34, 2.34, 2.34, 2.34, 2.34, 2.34, 

2.34, 2.345, 2.345, 2.345, 2.345, 2.345, 2.345, 2.345, 2.345, 2.345, 2.63, 2.63, 


3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.1, 3.12, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.3, 3.3, 3.3, 3.3, 3.3, 3.3, 3.3, 3.3, 3.3, 3.3, 3.33, 3.34, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 

3.4, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.6, 3.99, 3.99, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4.4, 4.4, 4.4, 4.4, 4.4, 4.4, 4.4, 4.4, 4.4, 4.4, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 

5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5.123, 5.123, 5.222, 5.222, 5.33, 5.33, 

5.5, 5.5, 5.5, 5.5, 5.5, 5.6, 5.6, 5.6, 5.6, 5.6, 5.6, 5.6, 5.6, 5.6, 5.6, 5.6, 5.6, 5.6, 5.6, 5.67, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 5.9, 

5.9, 5.92, 5.92, 5.92, 5.92, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6.12, 6.12, 6.6, 6.6, 6.6, 6.6, 6.6, 6.7, 6.7, 6.7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7.12, 7.12, 7.61, 7.7, 7.7, 7.7, 7.7, 7.7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8.12, 8.12, 8.71, 8.8, 8.8, 8.8, 8.8, 8.8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9.12, 9.12, 9.12, 9.12, 9.17, 9.17, 9.17, 9.17, 9.17, 9.17, 9.17, 9.17, 9.9, 9.9, 9.9, 9.9, 9.9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10.4, 10.4, 10.4, 10.4, 10.4, 10.4, 10.4, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 11.234, 

11.3, 11.345, 11.5, 11.5, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 12.12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21.55, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22.12, 22.12, 22.78, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23.55, 24, 24, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 


29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 30.04, 30.04, 30.1, 30.1, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33.12, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34.5, 34.5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41.132, 41.132, 43, 43, 43, 43, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 44.44, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45.55, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 55, 55, 55, 55, 55, 55, 55, 55, 55.55, 55.55, 55.55, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 58, 60, 61, 64, 64, 64, 64, 64, 64, 64, 66, 66, 66, 66, 66.12, 66.66, 66.66, 67, 67, 67, 71, 71, 71, 76, 76, 76.1, 77.12, 77.77, 77.77, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 

78, 79, 79.9999, 80, 80, 80, 80, 80, 80, 80, 83, 87, 87, 87, 87.51, 88, 88, 88, 88, 88, 88.88, 88.88, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 89, 90.1, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 99.99, 99.99, 101, 110, 114, 114, 114, 114, 114, 114, 114, 115, 115, 115, 115, 115, 115, 115, 123, 123, 123, 125, 125, 125, 125, 125, 125, 156, 161, 

201, 201, 201, 201, 201, 201, 204, 204, 204, 211, 211, 234, 234, 255, 255, 255, 255, 255, 255, 301, 301, 301, 301, 301, 301, 301, 301, 333, 344, 345, 345, 345, 345, 345, 345, 345, 345, 345, 345, 345, 345, 345, 345, 345, 345, 399, 399, 399, 399, 399, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444, 444.09, 444.09, 444.09, 501, 501, 501, 533, 533, 533, 533, 533, 533, 533, 567, 612, 704, 704, 761, 761, 761, 761, 761, 761, 761, 761, 761, 761, 761, 761, 761, 761, 761, 761, 765, 765, 803, 808.808, 808.808, 808.808, 808.808, 808.808, 808.808, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 871, 

876, 876, 888, 888, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 944, 944, 999, 999, 1101, 1101, 1111, 1133, 1133, 1234, 1424, 1614, 1964, 1965, 1966, 1967, 1968, 1969, 1970, 1971, 1972, 1973, 1974, 1975, 1976, 1977, 1978, 1979, 1980, 1980, 1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 2000, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2222, 2355, 2355, 2355, 2355, 2355, 2355, 2355, 2355, 2355, 2355, 2355, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 4000, 5000, 5555, 5555, 6000, 6333, 6333, 6333, 6333, 6333, 6333, 6333, 6333, 6666, 6666, 7000, 8000, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 8751, 

8757, 8801, 8801, 8801, 8802, 8802, 8802, 8802, 8803, 8888.1, 8888.12, 9000, 9990.9, 9990.9, 9990.9, 9990.9, 9990.9, 223456.99, 1234567.1, 2001057] 3111
Time Required: 1.5936999320983887
